dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
12/10/2020,12,10,2020,5456,26,Italy,IT,ITA,60359546.0,Europe,74.68578375
11/10/2020,11,10,2020,5724,29,Italy,IT,ITA,60359546.0,Europe,68.57241769
10/10/2020,10,10,2020,5372,28,Italy,IT,ITA,60359546.0,Europe,62.18568973
09/10/2020,9,10,2020,4458,22,Italy,IT,ITA,60359546.0,Europe,56.45337359
08/10/2020,8,10,2020,3677,31,Italy,IT,ITA,60359546.0,Europe,52.0265676
07/10/2020,7,10,2020,2677,28,Italy,IT,ITA,60359546.0,Europe,48.65179072
06/10/2020,6,10,2020,2257,16,Italy,IT,ITA,60359546.0,Europe,46.52122466
05/10/2020,5,10,2020,2578,18,Italy,IT,ITA,60359546.0,Europe,45.0185626
04/10/2020,4,10,2020,2843,27,Italy,IT,ITA,60359546.0,Europe,43.37673448
03/10/2020,3,10,2020,2499,23,Italy,IT,ITA,60359546.0,Europe,41.37870752
02/10/2020,2,10,2020,2548,24,Italy,IT,ITA,60359546.0,Europe,40.39791817
01/10/2020,1,10,2020,1850,19,Italy,IT,ITA,60359546.0,Europe,38.79916526
30/09/2020,30,9,2020,1647,24,Italy,IT,ITA,60359546.0,Europe,38.13978323
29/09/2020,29,9,2020,1494,16,Italy,IT,ITA,60359546.0,Europe,37.44726642
28/09/2020,28,9,2020,1766,17,Italy,IT,ITA,60359546.0,Europe,36.64209138
27/09/2020,27,9,2020,1869,17,Italy,IT,ITA,60359546.0,Europe,36.12850236
26/09/2020,26,9,2020,1912,20,Italy,IT,ITA,60359546.0,Europe,35.51882249
25/09/2020,25,9,2020,1786,23,Italy,IT,ITA,60359546.0,Europe,35.02842781
24/09/2020,24,9,2020,1640,20,Italy,IT,ITA,60359546.0,Europe,34.71530419
23/09/2020,23,9,2020,1391,14,Italy,IT,ITA,60359546.0,Europe,34.36738905
22/09/2020,22,9,2020,1350,17,Italy,IT,ITA,60359546.0,Europe,34.33094079
21/09/2020,21,9,2020,1587,15,Italy,IT,ITA,60359546.0,Europe,33.99959304
20/09/2020,20,9,2020,1637,24,Italy,IT,ITA,60359546.0,Europe,33.51748206
19/09/2020,19,9,2020,1907,10,Italy,IT,ITA,60359546.0,Europe,33.61191617
18/09/2020,18,9,2020,1583,13,Italy,IT,ITA,60359546.0,Europe,33.32198688
17/09/2020,17,9,2020,1452,12,Italy,IT,ITA,60359546.0,Europe,33.01383347
16/09/2020,16,9,2020,1229,9,Italy,IT,ITA,60359546.0,Europe,32.80508439
15/09/2020,15,9,2020,1008,14,Italy,IT,ITA,60359546.0,Europe,32.38427274
14/09/2020,14,9,2020,1456,7,Italy,IT,ITA,60359546.0,Europe,32.36439187
13/09/2020,13,9,2020,1501,6,Italy,IT,ITA,60359546.0,Europe,32.21362864
12/09/2020,12,9,2020,1616,10,Italy,IT,ITA,60359546.0,Europe,32.11919453
11/09/2020,11,9,2020,1597,10,Italy,IT,ITA,60359546.0,Europe,31.86074329
10/09/2020,10,9,2020,1430,14,Italy,IT,ITA,60359546.0,Europe,31.5492764
09/09/2020,9,9,2020,1369,10,Italy,IT,ITA,60359546.0,Europe,31.44324512
08/09/2020,8,9,2020,1150,12,Italy,IT,ITA,60359546.0,Europe,30.6264729
07/09/2020,7,9,2020,1296,7,Italy,IT,ITA,60359546.0,Europe,30.30009537
06/09/2020,6,9,2020,1694,16,Italy,IT,ITA,60359546.0,Europe,30.15595909
05/09/2020,5,9,2020,1732,11,Italy,IT,ITA,60359546.0,Europe,29.12381084
04/09/2020,4,9,2020,1397,10,Italy,IT,ITA,60359546.0,Europe,27.8232709
03/09/2020,3,9,2020,1326,6,Italy,IT,ITA,60359546.0,Europe,26.90046741
02/09/2020,2,9,2020,975,8,Italy,IT,ITA,60359546.0,Europe,25.76725809
01/09/2020,1,9,2020,996,6,Italy,IT,ITA,60359546.0,Europe,24.81629004
31/08/2020,31,8,2020,1365,4,Italy,IT,ITA,60359546.0,Europe,23.69633463
30/08/2020,30,8,2020,1444,1,Italy,IT,ITA,60359546.0,Europe,22.2251506
29/08/2020,29,8,2020,1460,9,Italy,IT,ITA,60359546.0,Europe,20.8749085
28/08/2020,28,8,2020,1409,5,Italy,IT,ITA,60359546.0,Europe,19.40703795
27/08/2020,27,8,2020,1366,13,Italy,IT,ITA,60359546.0,Europe,17.93751066
26/08/2020,26,8,2020,876,4,Italy,IT,ITA,60359546.0,Europe,16.46301316
25/08/2020,25,8,2020,953,4,Italy,IT,ITA,60359546.0,Europe,15.69428637
24/08/2020,24,8,2020,1209,7,Italy,IT,ITA,60359546.0,Europe,14.54450966
23/08/2020,23,8,2020,1071,3,Italy,IT,ITA,60359546.0,Europe,13.30858254
22/08/2020,22,8,2020,947,9,Italy,IT,ITA,60359546.0,Europe,12.10910367
21/08/2020,21,8,2020,840,6,Italy,IT,ITA,60359546.0,Europe,11.45469186
20/08/2020,20,8,2020,642,7,Italy,IT,ITA,60359546.0,Europe,10.72738354
19/08/2020,19,8,2020,401,5,Italy,IT,ITA,60359546.0,Europe,10.29994493
18/08/2020,18,8,2020,320,4,Italy,IT,ITA,60359546.0,Europe,9.95037305
17/08/2020,17,8,2020,477,4,Italy,IT,ITA,60359546.0,Europe,9.68363811
16/08/2020,16,8,2020,629,158,Italy,IT,ITA,60359546.0,Europe,9.28767754
15/08/2020,15,8,2020,574,3,Italy,IT,ITA,60359546.0,Europe,8.7343268
14/08/2020,14,8,2020,522,6,Italy,IT,ITA,60359546.0,Europe,8.41126274
13/08/2020,13,8,2020,476,10,Italy,IT,ITA,60359546.0,Europe,8.17931931
12/08/2020,12,8,2020,412,6,Italy,IT,ITA,60359546.0,Europe,7.86785242
11/08/2020,11,8,2020,259,4,Italy,IT,ITA,60359546.0,Europe,7.51993728
10/08/2020,10,8,2020,463,2,Italy,IT,ITA,60359546.0,Europe,7.36917405
09/08/2020,9,8,2020,347,13,Italy,IT,ITA,60359546.0,Europe,7.02291565
08/08/2020,8,8,2020,552,3,Italy,IT,ITA,60359546.0,Europe,6.90197372
07/08/2020,7,8,2020,401,6,Italy,IT,ITA,60359546.0,Europe,6.40495208
06/08/2020,6,8,2020,384,10,Italy,IT,ITA,60359546.0,Europe,6.2475619
05/08/2020,5,8,2020,190,5,Italy,IT,ITA,60359546.0,Europe,6.07526107
04/08/2020,4,8,2020,159,12,Italy,IT,ITA,60359546.0,Europe,5.97254327
03/08/2020,3,8,2020,238,8,Italy,IT,ITA,60359546.0,Europe,6.02390217
02/08/2020,2,8,2020,295,5,Italy,IT,ITA,60359546.0,Europe,5.99076739
01/08/2020,1,8,2020,379,9,Italy,IT,ITA,60359546.0,Europe,5.91455741
31/07/2020,31,7,2020,382,3,Italy,IT,ITA,60359546.0,Europe,5.66936007
30/07/2020,30,7,2020,288,6,Italy,IT,ITA,60359546.0,Europe,5.41753578
29/07/2020,29,7,2020,202,11,Italy,IT,ITA,60359546.0,Europe,5.20878669
28/07/2020,28,7,2020,168,5,Italy,IT,ITA,60359546.0,Europe,5.06299368
27/07/2020,27,7,2020,254,5,Italy,IT,ITA,60359546.0,Europe,5.06465042
26/07/2020,26,7,2020,274,5,Italy,IT,ITA,60359546.0,Europe,5.03151564
25/07/2020,25,7,2020,252,5,Italy,IT,ITA,60359546.0,Europe,4.88903611
24/07/2020,24,7,2020,306,10,Italy,IT,ITA,60359546.0,Europe,4.92879784
23/07/2020,23,7,2020,280,9,Italy,IT,ITA,60359546.0,Europe,4.77637787
22/07/2020,22,7,2020,128,15,Italy,IT,ITA,60359546.0,Europe,4.6322416
21/07/2020,21,7,2020,190,13,Italy,IT,ITA,60359546.0,Europe,4.64715225
20/07/2020,20,7,2020,218,3,Italy,IT,ITA,60359546.0,Europe,4.67697355
19/07/2020,19,7,2020,249,14,Italy,IT,ITA,60359546.0,Europe,4.63389834
18/07/2020,18,7,2020,231,11,Italy,IT,ITA,60359546.0,Europe,4.610704
17/07/2020,17,7,2020,230,20,Italy,IT,ITA,60359546.0,Europe,4.59745009
16/07/2020,16,7,2020,162,13,Italy,IT,ITA,60359546.0,Europe,4.54940466
15/07/2020,15,7,2020,114,17,Italy,IT,ITA,60359546.0,Europe,4.58253944
14/07/2020,14,7,2020,169,13,Italy,IT,ITA,60359546.0,Europe,4.62892812
13/07/2020,13,7,2020,234,9,Italy,IT,ITA,60359546.0,Europe,4.55768836
12/07/2020,12,7,2020,188,7,Italy,IT,ITA,60359546.0,Europe,4.45828403
11/07/2020,11,7,2020,276,12,Italy,IT,ITA,60359546.0,Europe,4.43674643
10/07/2020,10,7,2020,214,12,Italy,IT,ITA,60359546.0,Europe,4.40195491
09/07/2020,9,7,2020,193,15,Italy,IT,ITA,60359546.0,Europe,4.53780749
08/07/2020,8,7,2020,137,30,Italy,IT,ITA,60359546.0,Europe,5.17399518
07/07/2020,7,7,2020,208,8,Italy,IT,ITA,60359546.0,Europe,5.13423345
06/07/2020,6,7,2020,192,7,Italy,IT,ITA,60359546.0,Europe,5.15577105
05/07/2020,5,7,2020,235,21,Italy,IT,ITA,60359546.0,Europe,5.20878669
04/07/2020,4,7,2020,223,15,Italy,IT,ITA,60359546.0,Europe,5.25683212
03/07/2020,3,7,2020,201,30,Italy,IT,ITA,60359546.0,Europe,4.64218203
02/07/2020,2,7,2020,182,21,Italy,IT,ITA,60359546.0,Europe,4.85755807
01/07/2020,1,7,2020,142,23,Italy,IT,ITA,60359546.0,Europe,5.09944193
30/06/2020,30,6,2020,126,6,Italy,IT,ITA,60359546.0,Europe,5.21210017
29/06/2020,29,6,2020,174,22,Italy,IT,ITA,60359546.0,Europe,5.50202946
28/06/2020,28,6,2020,175,8,Italy,IT,ITA,60359546.0,Europe,5.77373461
27/06/2020,27,6,2020,255,30,Italy,IT,ITA,60359546.0,Europe,6.05703694
26/06/2020,26,6,2020,296,34,Italy,IT,ITA,60359546.0,Europe,5.90461698
25/06/2020,25,6,2020,577,-31,Italy,IT,ITA,60359546.0,Europe,6.04212629
24/06/2020,24,6,2020,113,18,Italy,IT,ITA,60359546.0,Europe,5.42084926
23/06/2020,23,6,2020,221,23,Italy,IT,ITA,60359546.0,Europe,5.70249485
22/06/2020,22,6,2020,224,24,Italy,IT,ITA,60359546.0,Europe,5.80024243
21/06/2020,21,6,2020,264,49,Italy,IT,ITA,60359546.0,Europe,5.75551049
20/06/2020,20,6,2020,-148,47,Italy,IT,ITA,60359546.0,Europe,5.76545092
19/06/2020,19,6,2020,331,66,Italy,IT,ITA,60359546.0,Europe,6.86883894
18/06/2020,18,6,2020,328,43,Italy,IT,ITA,60359546.0,Europe,6.61370117
17/06/2020,17,6,2020,210,34,Italy,IT,ITA,60359546.0,Europe,6.602104
16/06/2020,16,6,2020,301,26,Italy,IT,ITA,60359546.0,Europe,6.78103179
15/06/2020,15,6,2020,338,44,Italy,IT,ITA,60359546.0,Europe,6.57725292
14/06/2020,14,6,2020,346,78,Italy,IT,ITA,60359546.0,Europe,6.60541748
13/06/2020,13,6,2020,163,56,Italy,IT,ITA,60359546.0,Europe,6.72138919
12/06/2020,12,6,2020,379,53,Italy,IT,ITA,60359546.0,Europe,7.30621798
11/06/2020,11,6,2020,202,71,Italy,IT,ITA,60359546.0,Europe,7.66076007
10/06/2020,10,6,2020,283,79,Italy,IT,ITA,60359546.0,Europe,8.29363428
09/06/2020,9,6,2020,280,65,Italy,IT,ITA,60359546.0,Europe,8.4825025
08/06/2020,8,6,2020,197,53,Italy,IT,ITA,60359546.0,Europe,8.51563728
07/06/2020,7,6,2020,270,72,Italy,IT,ITA,60359546.0,Europe,9.06898803
06/06/2020,6,6,2020,518,85,Italy,IT,ITA,60359546.0,Europe,9.7300268
05/06/2020,5,6,2020,177,88,Italy,IT,ITA,60359546.0,Europe,9.95202979
04/06/2020,4,6,2020,321,71,Italy,IT,ITA,60359546.0,Europe,10.72241332
03/06/2020,3,6,2020,318,55,Italy,IT,ITA,60359546.0,Europe,11.29233146
02/06/2020,2,6,2020,178,60,Italy,IT,ITA,60359546.0,Europe,12.11241715
01/06/2020,1,6,2020,355,75,Italy,IT,ITA,60359546.0,Europe,12.56470683
31/05/2020,31,5,2020,416,111,Italy,IT,ITA,60359546.0,Europe,13.09486324
30/05/2020,30,5,2020,516,87,Italy,IT,ITA,60359546.0,Europe,13.85530633
29/05/2020,29,5,2020,593,70,Italy,IT,ITA,60359546.0,Europe,14.30759602
28/05/2020,28,5,2020,584,117,Italy,IT,ITA,60359546.0,Europe,14.96863479
27/05/2020,27,5,2020,397,78,Italy,IT,ITA,60359546.0,Europe,15.47228337
26/05/2020,26,5,2020,300,92,Italy,IT,ITA,60359546.0,Europe,17.13730584
25/05/2020,25,5,2020,531,50,Italy,IT,ITA,60359546.0,Europe,17.87289785
24/05/2020,24,5,2020,669,119,Italy,IT,ITA,60359546.0,Europe,18.32187406
23/05/2020,23,5,2020,652,130,Italy,IT,ITA,60359546.0,Europe,19.00776391
22/05/2020,22,5,2020,642,156,Italy,IT,ITA,60359546.0,Europe,20.12606258
21/05/2020,21,5,2020,665,161,Italy,IT,ITA,60359546.0,Europe,21.3835273
20/05/2020,20,5,2020,813,162,Italy,IT,ITA,60359546.0,Europe,22.67412681
19/05/2020,19,5,2020,451,99,Italy,IT,ITA,60359546.0,Europe,23.10819236
18/05/2020,18,5,2020,675,145,Italy,IT,ITA,60359546.0,Europe,24.38388122
17/05/2020,17,5,2020,875,153,Italy,IT,ITA,60359546.0,Europe,25.5667927
16/05/2020,16,5,2020,789,242,Italy,IT,ITA,60359546.0,Europe,27.26494994
15/05/2020,15,5,2020,992,262,Italy,IT,ITA,60359546.0,Europe,29.21327473
14/05/2020,14,5,2020,888,195,Italy,IT,ITA,60359546.0,Europe,30.67120485
13/05/2020,13,5,2020,1402,172,Italy,IT,ITA,60359546.0,Europe,32.6559779
12/05/2020,12,5,2020,744,179,Italy,IT,ITA,60359546.0,Europe,33.79747091
11/05/2020,11,5,2020,802,165,Italy,IT,ITA,60359546.0,Europe,35.44592598
10/05/2020,10,5,2020,1083,194,Italy,IT,ITA,60359546.0,Europe,37.96748239
09/05/2020,9,5,2020,1327,243,Italy,IT,ITA,60359546.0,Europe,40.07816759
08/05/2020,8,5,2020,1401,274,Italy,IT,ITA,60359546.0,Europe,42.88468306
07/05/2020,7,5,2020,1444,369,Italy,IT,ITA,60359546.0,Europe,44.94732283
06/05/2020,6,5,2020,1075,236,Italy,IT,ITA,60359546.0,Europe,48.1382017
05/05/2020,5,5,2020,1221,195,Italy,IT,ITA,60359546.0,Europe,50.87844763
04/05/2020,4,5,2020,1389,174,Italy,IT,ITA,60359546.0,Europe,52.59317225
03/05/2020,3,5,2020,1900,474,Italy,IT,ITA,60359546.0,Europe,55.34004514
02/05/2020,2,5,2020,1965,269,Italy,IT,ITA,60359546.0,Europe,57.97591652
01/05/2020,1,5,2020,1872,285,Italy,IT,ITA,60359546.0,Europe,60.50741336
30/04/2020,30,4,2020,2086,323,Italy,IT,ITA,60359546.0,Europe,63.67841137
29/04/2020,29,4,2020,2091,382,Italy,IT,ITA,60359546.0,Europe,64.64097659
28/04/2020,28,4,2020,1739,333,Italy,IT,ITA,60359546.0,Europe,66.10056345
27/04/2020,27,4,2020,2324,260,Italy,IT,ITA,60359546.0,Europe,68.44319207
26/04/2020,26,4,2020,2357,415,Italy,IT,ITA,60359546.0,Europe,71.37230621
25/04/2020,25,4,2020,3021,420,Italy,IT,ITA,60359546.0,Europe,75.24410472
24/04/2020,24,4,2020,2646,464,Italy,IT,ITA,60359546.0,Europe,76.78487177
23/04/2020,23,4,2020,3370,437,Italy,IT,ITA,60359546.0,Europe,79.36607078
22/04/2020,22,4,2020,2729,534,Italy,IT,ITA,60359546.0,Europe,80.13811105
21/04/2020,21,4,2020,2256,454,Italy,IT,ITA,60359546.0,Europe,80.65170006
20/04/2020,20,4,2020,3047,433,Italy,IT,ITA,60359546.0,Europe,82.87670023
19/04/2020,19,4,2020,3491,480,Italy,IT,ITA,60359546.0,Europe,84.97910173
18/04/2020,18,4,2020,3493,575,Italy,IT,ITA,60359546.0,Europe,87.15605648
17/04/2020,17,4,2020,3786,525,Italy,IT,ITA,60359546.0,Europe,88.96521521
16/04/2020,16,4,2020,2667,578,Italy,IT,ITA,60359546.0,Europe,90.42645881
15/04/2020,15,4,2020,2972,604,Italy,IT,ITA,60359546.0,Europe,93.93046131
14/04/2020,14,4,2020,3153,564,Italy,IT,ITA,60359546.0,Europe,95.72139592
13/04/2020,13,4,2020,4092,431,Italy,IT,ITA,60359546.0,Europe,97.20749059
12/04/2020,12,4,2020,4694,619,Italy,IT,ITA,60359546.0,Europe,99.07132171
11/04/2020,11,4,2020,3951,570,Italy,IT,ITA,60359546.0,Europe,101.1919473
10/04/2020,10,4,2020,4204,612,Italy,IT,ITA,60359546.0,Europe,104.5186788
09/04/2020,9,4,2020,3836,540,Italy,IT,ITA,60359546.0,Europe,107.7476627
08/04/2020,8,4,2020,3039,604,Italy,IT,ITA,60359546.0,Europe,110.0240217
07/04/2020,7,4,2020,3599,636,Italy,IT,ITA,60359546.0,Europe,113.6854144
06/04/2020,6,4,2020,4316,527,Italy,IT,ITA,60359546.0,Europe,115.6569335
05/04/2020,5,4,2020,4805,681,Italy,IT,ITA,60359546.0,Europe,117.7179166
04/04/2020,4,4,2020,4585,764,Italy,IT,ITA,60359546.0,Europe,120.6205229
03/04/2020,3,4,2020,4668,760,Italy,IT,ITA,60359546.0,Europe,122.9416139
02/04/2020,2,4,2020,4782,727,Italy,IT,ITA,60359546.0,Europe,124.0251211
01/04/2020,1,4,2020,4053,839,Italy,IT,ITA,60359546.0,Europe,123.0724963
31/03/2020,31,3,2020,4050,810,Italy,IT,ITA,60359546.0,Europe,122.1993949
30/03/2020,30,3,2020,5217,758,Italy,IT,ITA,60359546.0,Europe,122.116558
29/03/2020,29,3,2020,5974,887,Italy,IT,ITA,60359546.0,Europe,118.1503254
28/03/2020,28,3,2020,5959,971,Italy,IT,ITA,60359546.0,Europe,114.0465835
27/03/2020,27,3,2020,6153,660,Italy,IT,ITA,60359546.0,Europe,108.3937908
26/03/2020,26,3,2020,5210,685,Italy,IT,ITA,60359546.0,Europe,102.5918916
25/03/2020,25,3,2020,5249,743,Italy,IT,ITA,60359546.0,Europe,97.79231938
24/03/2020,24,3,2020,4789,601,Italy,IT,ITA,60359546.0,Europe,90.71473135
23/03/2020,23,3,2020,5560,649,Italy,IT,ITA,60359546.0,Europe,85.75776895
22/03/2020,22,3,2020,6557,795,Italy,IT,ITA,60359546.0,Europe,79.01815564
21/03/2020,21,3,2020,5986,625,Italy,IT,ITA,60359546.0,Europe,70.22087277
20/03/2020,20,3,2020,5322,429,Italy,IT,ITA,60359546.0,Europe,61.59257725
19/03/2020,19,3,2020,4207,473,Italy,IT,ITA,60359546.0,Europe,54.04944563
18/03/2020,18,3,2020,3526,347,Italy,IT,ITA,60359546.0,Europe,48.05205129
17/03/2020,17,3,2020,4000,347,Italy,IT,ITA,60359546.0,Europe,42.98243065
16/03/2020,16,3,2020,2823,370,Italy,IT,ITA,60359546.0,Europe,36.93036392
15/03/2020,15,3,2020,3497,173,Italy,IT,ITA,60359546.0,Europe,33.18282083
14/03/2020,14,3,2020,2547,252,Italy,IT,ITA,60359546.0,Europe,27.78682265
13/03/2020,13,3,2020,2651,189,Italy,IT,ITA,60359546.0,Europe,23.96141283
12/03/2020,12,3,2020,2313,196,Italy,IT,ITA,60359546.0,Europe,19.98358304
11/03/2020,11,3,2020,977,167,Italy,IT,ITA,60359546.0,Europe,16.28077189
10/03/2020,10,3,2020,1797,98,Italy,IT,ITA,60359546.0,Europe,14.81621482
09/03/2020,9,3,2020,1492,133,Italy,IT,ITA,60359546.0,Europe,11.99975891
08/03/2020,8,3,2020,1247,36,Italy,IT,ITA,60359546.0,Europe,9.61571182
07/03/2020,7,3,2020,778,49,Italy,IT,ITA,60359546.0,Europe,7.65247638
06/03/2020,6,3,2020,769,41,Italy,IT,ITA,60359546.0,Europe,6.38672796
05/03/2020,5,3,2020,587,27,Italy,IT,ITA,60359546.0,Europe,5.11269584
04/03/2020,4,3,2020,466,28,Italy,IT,ITA,60359546.0,Europe,4.14019019
03/03/2020,3,3,2020,347,17,Italy,IT,ITA,60359546.0,Europe,3.36814992
02/03/2020,2,3,2020,561,6,Italy,IT,ITA,60359546.0,Europe,2.79326157
01/03/2020,1,3,2020,240,8,Italy,IT,ITA,60359546.0,Europe,1.86383112
29/02/2020,29,2,2020,238,4,Italy,IT,ITA,60359546.0,Europe,1.46621381
28/02/2020,28,2,2020,250,5,Italy,IT,ITA,60359546.0,Europe,1.07190998
27/02/2020,27,2,2020,78,1,Italy,IT,ITA,60359546.0,Europe,0.65772529
26/02/2020,26,2,2020,93,5,Italy,IT,ITA,60359546.0,Europe,0.52849967
25/02/2020,25,2,2020,97,4,Italy,IT,ITA,60359546.0,Europe,0.37442296
24/02/2020,24,2,2020,53,0,Italy,IT,ITA,60359546.0,Europe,0.2137193
23/02/2020,23,2,2020,62,2,Italy,IT,ITA,60359546.0,Europe,0.12591215
22/02/2020,22,2,2020,14,0,Italy,IT,ITA,60359546.0,Europe,0.02319434
13/02/2020,13,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
12/02/2020,12,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
11/02/2020,11,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
10/02/2020,10,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
09/02/2020,9,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
08/02/2020,8,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
07/02/2020,7,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
06/02/2020,6,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
05/02/2020,5,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
04/02/2020,4,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
03/02/2020,3,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
02/02/2020,2,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
01/02/2020,1,2,2020,0,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
31/01/2020,31,1,2020,3,0,Italy,IT,ITA,60359546.0,Europe,0.00497022
29/11/2020,29,11,2020,753,3,Latvia,LV,LVA,1919968.0,Europe,329.6929949
28/11/2020,28,11,2020,637,2,Latvia,LV,LVA,1919968.0,Europe,311.0468508
27/11/2020,27,11,2020,898,4,Latvia,LV,LVA,1919968.0,Europe,301.5675261
26/11/2020,26,11,2020,580,9,Latvia,LV,LVA,1919968.0,Europe,282.5567926
25/11/2020,25,11,2020,457,13,Latvia,LV,LVA,1919968.0,Europe,275.942099
24/11/2020,24,11,2020,116,9,Latvia,LV,LVA,1919968.0,Europe,262.9731329
23/11/2020,23,11,2020,376,0,Latvia,LV,LVA,1919968.0,Europe,261.7231121
22/11/2020,22,11,2020,642,7,Latvia,LV,LVA,1919968.0,Europe,253.3375556
21/11/2020,21,11,2020,380,5,Latvia,LV,LVA,1919968.0,Europe,240.9415157
20/11/2020,20,11,2020,366,4,Latvia,LV,LVA,1919968.0,Europe,239.7435791
19/11/2020,19,11,2020,442,5,Latvia,LV,LVA,1919968.0,Europe,239.7956633
18/11/2020,18,11,2020,278,6,Latvia,LV,LVA,1919968.0,Europe,233.0768013
17/11/2020,17,11,2020,89,3,Latvia,LV,LVA,1919968.0,Europe,227.5037917
16/11/2020,16,11,2020,316,2,Latvia,LV,LVA,1919968.0,Europe,229.7434124
15/11/2020,15,11,2020,395,5,Latvia,LV,LVA,1919968.0,Europe,225.8891815
14/11/2020,14,11,2020,455,9,Latvia,LV,LVA,1919968.0,Europe,216.5140252
13/11/2020,13,11,2020,533,4,Latvia,LV,LVA,1919968.0,Europe,207.6076268
12/11/2020,12,11,2020,453,0,Latvia,LV,LVA,1919968.0,Europe,192.919882
11/11/2020,11,11,2020,208,2,Latvia,LV,LVA,1919968.0,Europe,182.3988733
10/11/2020,10,11,2020,92,2,Latvia,LV,LVA,1919968.0,Europe,178.6488108
09/11/2020,9,11,2020,215,3,Latvia,LV,LVA,1919968.0,Europe,177.9717162
08/11/2020,8,11,2020,404,1,Latvia,LV,LVA,1919968.0,Europe,177.7633794
07/11/2020,7,11,2020,357,7,Latvia,LV,LVA,1919968.0,Europe,170.2111702
06/11/2020,6,11,2020,367,3,Latvia,LV,LVA,1919968.0,Europe,164.6381606
05/11/2020,5,11,2020,313,6,Latvia,LV,LVA,1919968.0,Europe,153.9088152
04/11/2020,4,11,2020,171,2,Latvia,LV,LVA,1919968.0,Europe,147.39829
03/11/2020,3,11,2020,132,3,Latvia,LV,LVA,1919968.0,Europe,144.4815747
02/11/2020,2,11,2020,242,3,Latvia,LV,LVA,1919968.0,Europe,139.898165
01/11/2020,1,11,2020,215,2,Latvia,LV,LVA,1919968.0,Europe,130.3146719
31/10/2020,31,10,2020,284,5,Latvia,LV,LVA,1919968.0,Europe,128.9083985
30/10/2020,30,10,2020,251,1,Latvia,LV,LVA,1919968.0,Europe,121.8249471
29/10/2020,29,10,2020,251,0,Latvia,LV,LVA,1919968.0,Europe,114.6894115
28/10/2020,28,10,2020,136,3,Latvia,LV,LVA,1919968.0,Europe,106.9288655
27/10/2020,27,10,2020,79,4,Latvia,LV,LVA,1919968.0,Europe,103.7517292
26/10/2020,26,10,2020,211,2,Latvia,LV,LVA,1919968.0,Europe,104.5850764
25/10/2020,25,10,2020,259,4,Latvia,LV,LVA,1919968.0,Europe,97.44954083
24/10/2020,24,10,2020,250,1,Latvia,LV,LVA,1919968.0,Europe,88.59522659
23/10/2020,23,10,2020,161,1,Latvia,LV,LVA,1919968.0,Europe,82.70971183
22/10/2020,22,10,2020,188,2,Latvia,LV,LVA,1919968.0,Europe,80.00133336
21/10/2020,21,10,2020,115,4,Latvia,LV,LVA,1919968.0,Europe,73.69914499
20/10/2020,20,10,2020,44,0,Latvia,LV,LVA,1919968.0,Europe,71.25118752
19/10/2020,19,10,2020,58,0,Latvia,LV,LVA,1919968.0,Europe,71.04285071
18/10/2020,18,10,2020,188,0,Latvia,LV,LVA,1919968.0,Europe,71.51160853
17/10/2020,17,10,2020,148,1,Latvia,LV,LVA,1919968.0,Europe,65.57400957
16/10/2020,16,10,2020,114,0,Latvia,LV,LVA,1919968.0,Europe,61.87603127
15/10/2020,15,10,2020,102,0,Latvia,LV,LVA,1919968.0,Europe,58.23013717
14/10/2020,14,10,2020,75,1,Latvia,LV,LVA,1919968.0,Europe,57.86554776
13/10/2020,13,10,2020,95,0,Latvia,LV,LVA,1919968.0,Europe,55.6259271
12/10/2020,12,10,2020,74,0,Latvia,LV,LVA,1919968.0,Europe,51.77169619
11/10/2020,11,10,2020,89,0,Latvia,LV,LVA,1919968.0,Europe,49.06331772
10/10/2020,10,10,2020,137,0,Latvia,LV,LVA,1919968.0,Europe,45.93826564
09/10/2020,9,10,2020,109,0,Latvia,LV,LVA,1919968.0,Europe,40.41734029
08/10/2020,8,10,2020,67,1,Latvia,LV,LVA,1919968.0,Europe,35.88601477
07/10/2020,7,10,2020,68,0,Latvia,LV,LVA,1919968.0,Europe,33.02138369
06/10/2020,6,10,2020,40,1,Latvia,LV,LVA,1919968.0,Europe,31.25052084
05/10/2020,5,10,2020,67,0,Latvia,LV,LVA,1919968.0,Europe,29.21923699
04/10/2020,4,10,2020,74,0,Latvia,LV,LVA,1919968.0,Europe,26.25043751
